Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
indeed,0,1,0.9075690258997069,0.9075690258997069,False,Negative,Positive,Uncoded
wish there was someone to rub cream on me,1,0,0.026331718554087606,0.9736682814459124,False,Positive,Negative,Uncoded
was a very bad boi last nite,1,0,0.09982602168127609,0.9001739783187239,False,Positive,Negative,Uncoded
happy birthday to me,0,1,0.9709505563010449,0.9709505563010449,False,Negative,Positive,Uncoded
theres nothing worse than a sore loser,1,0,0.035517325307451254,0.9644826746925488,False,Positive,Negative,Uncoded
everybody's been there and knows how bad it can hurt nobody wants to see a buddy in pain,1,0,0.008771226882906836,0.9912287731170931,False,Positive,Negative,Uncoded
good man you know your stuff also are we ever gonna have a real conversation,0,1,0.9351766340824599,0.9351766340824599,False,Negative,Positive,Uncoded
no schoolio today or tomorrow but have to revise buddhism,1,0,0.09195871512529388,0.9080412848747061,False,Positive,Negative,Uncoded
hehe so sad how we've all been neglecting our myspace,1,0,0.07630295408129648,0.9236970459187035,False,Positive,Negative,Uncoded
apparently we don't have to do another mpn it finally showed up on my account,1,0,0.09153414901035559,0.9084658509896444,False,Positive,Negative,Uncoded
thanx unfortunately i'm starting to feeling twithdrawal and i don't know if i can take it much longer lol,1,0,0.05710289210538708,0.9428971078946129,False,Positive,Negative,Uncoded
ffs for fucks sake had the same problem with final fantasy 7 though played all the way to end and couldn't beat the last boss,1,0,0.04539671364352699,0.9546032863564731,False,Positive,Negative,Uncoded
a and welcome to pooh corner,0,1,0.9121461063862579,0.9121461063862579,False,Negative,Positive,Uncoded
back home and so happy i took my daughter to lunch the attitude just amazes me teens,0,1,0.9055946742334193,0.9055946742334193,False,Negative,Positive,Uncoded
reckoned his flu was psychological he was wrong but noticed that when he's sick he doesnt give a fuck and rules at jenga i like that,1,0,0.054578424821056494,0.9454215751789435,False,Positive,Negative,Uncoded
feeling slightly slutty at work the thong was necessary i just wish i could get quot jam don't shake like that quot out of my head,1,0,0.056113227713842896,0.9438867722861571,False,Positive,Negative,Uncoded
just came from church and lunch now to be productive,0,1,0.9496656633966503,0.9496656633966503,False,Negative,Positive,Uncoded
yeah my mum was bitchin about me the shops so i started crying,1,0,0.06910349938685964,0.9308965006131403,False,Positive,Negative,Uncoded
i wanna talk to the bot that wont let me say fuck talk to me,1,0,0.0413528231637304,0.9586471768362697,False,Positive,Negative,Uncoded
damn twitterfox was behind on trivia questions,1,0,0.09081814076441444,0.9091818592355856,False,Positive,Negative,Uncoded
so since i was one of the first to follow u will i get a follow i need a small confidence boost ha ha,0,1,0.9121847425503624,0.9121847425503624,False,Negative,Positive,Uncoded
oh yeah lots and lots of fun,0,1,0.9726270330333711,0.9726270330333711,False,Negative,Positive,Uncoded
good morning everybody pkoi y fais pas beau bon coffee time,0,1,0.9810864183540868,0.9810864183540868,False,Negative,Positive,Uncoded
alas i'd just take my allergies as they are now since i'm also allergic to cats,1,0,0.025646013266328038,0.9743539867336719,False,Positive,Negative,Uncoded
i dislike girls who lack driving manner a g rl just tried to steal my parking spot i gave her my 'jugule' stare she said 'sorry' a lot,1,0,0.05129416318403215,0.9487058368159679,False,Positive,Negative,Uncoded
wow ok dm me or message me later on,0,1,0.9095648428715821,0.9095648428715821,False,Negative,Positive,Uncoded
damn i need somebody help with a beat anybody wanna be famous,1,0,0.06699064348827441,0.9330093565117256,False,Positive,Negative,Uncoded
i feel bad for being happy but i don't have to babysit because the kid is a little sick so free for today,1,0,0.01611712055527474,0.9838828794447253,False,Positive,Negative,Uncoded
yay diversity but stavros,0,1,0.9277848385639906,0.9277848385639906,False,Negative,Positive,Uncoded
ehh sorry to hear that hope you have a better friday,1,0,0.08870281013418571,0.9112971898658143,False,Positive,Negative,Uncoded
i'll do better next week sir dlc updates all around for now on,0,1,0.9054805417988568,0.9054805417988568,False,Negative,Positive,Uncoded
ok thanks anyway,0,1,0.9501127131301896,0.9501127131301896,False,Negative,Positive,Uncoded
thanks for the invite lol tell him i said congrats,0,1,0.9110512527629014,0.9110512527629014,False,Negative,Positive,Uncoded
your new name is awesome try aimee keighley urghhh sounds inbred,0,1,0.9798250910557202,0.9798250910557202,False,Negative,Positive,Uncoded
lol ur txt i did,0,1,0.9022673437961218,0.9022673437961218,False,Negative,Positive,Uncoded
oh aspirations i wish i wouldnt have to memorize shit then or work hardly at all,1,0,0.024166640064341778,0.9758333599356582,False,Positive,Negative,Uncoded
i'm finally recovering from last nigt champagne patron and vodka i was askin for it,0,1,0.9215633736158859,0.9215633736158859,False,Negative,Positive,Uncoded
goodnight all lates long day and wishin i wasn't going to bed without my love but it doesn't pay wish,1,0,0.010817239644478813,0.9891827603555212,False,Positive,Negative,Uncoded
abbey is so sad look mom gave me a bath because i rolled in poop,1,0,0.022695406871170172,0.9773045931288298,False,Positive,Negative,Uncoded
no really jj is that good and happy birthday you're hardly old dude im only a couple of years behind you heh blah lmfao,0,1,0.9211471065713864,0.9211471065713864,False,Negative,Positive,Uncoded
forgot my planner i left at house after my big thing about the glue i forgot it and sophies had to go back im not good at the moody stuff,1,0,0.014596065787538576,0.9854039342124614,False,Positive,Negative,Uncoded
unfortunately i am in male' missing all the excitement but i can feel the 'kick' et team in eydhafushi was getting,1,0,0.025025847014985697,0.9749741529850143,False,Positive,Negative,Uncoded
haha totally i come out in spots if i have to miss a game lol they might be crap but they're crap amp they're mine,1,0,0.07176876916405797,0.9282312308359421,False,Positive,Negative,Uncoded
oh i know i'm about to message him and ask who should do it,0,1,0.9133787304638105,0.9133787304638105,False,Negative,Positive,Uncoded
i cant get over it this weather is rediculous my mum said it was going to rain today i miss the rain so,1,0,0.003479062442824102,0.9965209375571759,False,Positive,Negative,Uncoded
good afternoon enjoy the sun here 's the rain have a beautiful day kiss marsiscoming 30secondstomars,0,1,0.986144873604226,0.986144873604226,False,Negative,Positive,Uncoded
oh shit im sorry ill be raining here this afternoon too where aare you located ill tell you mine if you tell me yours,1,0,0.09205390270932601,0.907946097290674,False,Positive,Negative,Uncoded
u know your part of why i checked my moms tonight u made me realize that i miss my moms soo i went to see her,1,0,0.05006389373732195,0.9499361062626781,False,Positive,Negative,Uncoded
i'm glad too and sorry for freaking out yesterday i'm so embarrassed s hangs head in shame,1,0,0.08150562054573487,0.9184943794542652,False,Positive,Negative,Uncoded
why is ben having to get x rays i hope everything is okay,1,0,0.028555025387397966,0.971444974612602,False,Positive,Negative,Uncoded
yeah what about remotes for your car i couldn't find mine and didn't know how i was gonna get in my car with your keys dumbass,1,0,0.06803242694121205,0.931967573058788,False,Positive,Negative,Uncoded
really don't feel like going to psych tomorrow kim is visiting tomorrow too and i haven't seen her in 5 years night,1,0,0.09320250263428614,0.9067974973657138,False,Positive,Negative,Uncoded
why are my tweets not showing up via lt lt i can see them,1,0,0.047857254418069574,0.9521427455819305,False,Positive,Negative,Uncoded
omg i forgot about the sale anyway i miss you,1,0,0.03908659496586635,0.9609134050341337,False,Positive,Negative,Uncoded
wow who are you and what have you done with staceface you must be an impostor oh i misser you too,0,1,0.9423125565052566,0.9423125565052566,False,Negative,Positive,Uncoded
sorry i signed off aim out of nowhere i hate pcs,1,0,0.013684663801958472,0.9863153361980416,False,Positive,Negative,Uncoded
o tru aight naa ima try it i hope it wrk cuz i dnt wanna be missin out on a lot of soda u feel me,1,0,0.07714950087131744,0.9228504991286826,False,Positive,Negative,Uncoded
would love to join you but i'm here in finland have great day love you kisses,0,1,0.9417408067082714,0.9417408067082714,False,Negative,Positive,Uncoded
i can't d,1,0,0.008360529930088163,0.9916394700699118,False,Positive,Negative,Uncoded
hope ur ok you can still have a good time on your own its so easy to meet ppl glasto x,0,1,0.9531379908445674,0.9531379908445674,False,Negative,Positive,Uncoded
never wants this to end,1,0,0.06321745253501256,0.9367825474649875,False,Positive,Negative,Uncoded
ok lol i wont miss the bus today l,1,0,0.03731886410183021,0.9626811358981698,False,Positive,Negative,Uncoded
missed myspace,1,0,0.018321664671285747,0.9816783353287143,False,Positive,Negative,Uncoded
nighty night long work day again can't wait for dinner w,0,1,0.9131038575945135,0.9131038575945135,False,Negative,Positive,Uncoded
i feel sick and sorry for myself there's only one solution brownies yay,1,0,0.09566901193023351,0.9043309880697665,False,Positive,Negative,Uncoded
whats wrong i can mentor,1,0,0.04656685770807047,0.9534331422919295,False,Positive,Negative,Uncoded
evening naps late nights good morning tweethearts a funderful week to you all,0,1,0.9461125488955109,0.9461125488955109,False,Negative,Positive,Uncoded
oh yeah that sucks on the bright side there's not as much to learn for history as for the other 1 amp nothing for drama,1,0,0.07707625553764015,0.9229237444623598,False,Positive,Negative,Uncoded
im gonna finish it tomorow goodnight haha im watching the spelling bee right now amp its so funny its interesting too haha,0,1,0.9672740917138715,0.9672740917138715,False,Negative,Positive,Uncoded
congrats,0,1,0.9965370119109653,0.9965370119109653,False,Negative,Positive,Uncoded
you dont believe me fine you still need to tell a story hehe,0,1,0.9064198058954629,0.9064198058954629,False,Negative,Positive,Uncoded
pretty soon you will miss father's nagging,1,0,0.09883961158365509,0.9011603884163449,False,Positive,Negative,Uncoded
i think fletcher cute is better than ara jo that is my last name,0,1,0.9721328894404057,0.9721328894404057,False,Negative,Positive,Uncoded
at a friend of mine don't wanna go to school tomorrow gt lt,1,0,0.04639079612989803,0.953609203870102,False,Positive,Negative,Uncoded
ummm i fell stupid right now for asking but what is a bg lmao sorry,1,0,0.09387048982344992,0.9061295101765501,False,Positive,Negative,Uncoded
had a bad haircut going to cch camp now revival night later is going to be awesome believes god shall move in a great mighty way quot,0,1,0.9096068755110922,0.9096068755110922,False,Negative,Positive,Uncoded
leaving home i still don't know if i feel like school might leave early or something adios sophomore year middle finger,1,0,0.07423517121375726,0.9257648287862428,False,Positive,Negative,Uncoded
i can't believe i'm missing it buuuut i'm recording it,1,0,0.03921078488634795,0.960789215113652,False,Positive,Negative,Uncoded
back to work 5 dias compriditos,1,0,0.08026759022052957,0.9197324097794705,False,Positive,Negative,Uncoded
will it still be any good i'd have to drink the whole thing alone i'll be off my tree hang on not such a bad thing,1,0,0.0928161417529456,0.9071838582470544,False,Positive,Negative,Uncoded
yea i wish that was my ass,1,0,0.05699587085923565,0.9430041291407644,False,Positive,Negative,Uncoded
hi everybody i'm back haven t been on due to connection problems again phone lines were loose connectors were turned sideways,1,0,0.09424930521329214,0.9057506947867079,False,Positive,Negative,Uncoded
good deal i'm not a big fan of their theme either,0,1,0.9074474024346871,0.9074474024346871,False,Negative,Positive,Uncoded
now i don't feel so alone my parents' fathers didn't stick around so i know next to nothing about them plus most of,1,0,0.02347451758623409,0.9765254824137659,False,Positive,Negative,Uncoded
hhhaaaa wooow interesting a beater cake a,0,1,0.92781760575118,0.92781760575118,False,Negative,Positive,Uncoded
yes,0,1,0.9402305369441872,0.9402305369441872,False,Negative,Positive,Uncoded
why can we not have this kind of a monday for the market every month,1,0,0.07153372459268675,0.9284662754073132,False,Positive,Negative,Uncoded
my last twitter tag for the day my fellow tweet tweeters time to do some maths homework yay dream come true ey,0,1,0.9073684028703755,0.9073684028703755,False,Negative,Positive,Uncoded
thanks i remember,0,1,0.9971504943012043,0.9971504943012043,False,Negative,Positive,Uncoded
poor chuck sad hungry and very very stinky,1,0,0.0006328913006890254,0.999367108699311,False,Positive,Negative,Uncoded
i love my screen saver,0,1,0.9101775486762314,0.9101775486762314,False,Negative,Positive,Uncoded
haha i miss the boy smells no matter got another month to get em back,1,0,0.07927639675015988,0.9207236032498402,False,Positive,Negative,Uncoded
bummer i can't go to fresno warped tour cause my sister is moving to college that day i'm gonna go to san francisco warped though,1,0,0.023265644480576712,0.9767343555194233,False,Positive,Negative,Uncoded
atleast u have a good excuse other than being tired have a safe trip,0,1,0.909657827124757,0.909657827124757,False,Negative,Positive,Uncoded
i happen to love school idk y everyones saying they hate it,1,0,0.07933667991336614,0.9206633200866339,False,Positive,Negative,Uncoded
roflmao i found it it's classic so true,0,1,0.9756303321463207,0.9756303321463207,False,Negative,Positive,Uncoded
i was wondering what happended its cool you guys have a great weekend,0,1,0.9805156623230153,0.9805156623230153,False,Negative,Positive,Uncoded
miss you dude,1,0,0.08544880885068248,0.9145511911493175,False,Positive,Negative,Uncoded
is going to work wishing it was still last night,1,0,0.04056217983920593,0.959437820160794,False,Positive,Negative,Uncoded
i wish i could really go back to bed but i can't so i'd better start getting ready to go shopping,1,0,0.03105063004734781,0.9689493699526522,False,Positive,Negative,Uncoded
going to work not so fun but it's moneyyyyy,1,0,0.05994586558694596,0.9400541344130541,False,Positive,Negative,Uncoded
i have tickets but alas i shall enter,1,0,0.05226851549470084,0.9477314845052992,False,Positive,Negative,Uncoded
just had an awesome dinner with a few good friends at el tap for the last time tonight is going to be awesome,0,1,0.9121003993146377,0.9121003993146377,False,Negative,Positive,Uncoded
why am i still twitting oh fuck yeah because i want to get to my 1800th tweet i'm pathetic,1,0,0.09219387881205182,0.9078061211879482,False,Positive,Negative,Uncoded
i still cant get over last night o,1,0,0.054024272183639255,0.9459757278163607,False,Positive,Negative,Uncoded
getting a bit safe on the last one not very far off the floor,1,0,0.07434286388259223,0.9256571361174077,False,Positive,Negative,Uncoded
hey socialmediatv i'm new here is this a recorded show viewable later too thanks social media tv live gt,0,1,0.9506700668909482,0.9506700668909482,False,Negative,Positive,Uncoded
same here but i'm already hungry again my favourite one is boston creme,1,0,0.08541426027960518,0.9145857397203948,False,Positive,Negative,Uncoded
damn thank god i no longer do 12 hour shifts anymore,1,0,0.07635544666889263,0.9236445533311074,False,Positive,Negative,Uncoded
gave up on work after two hours came home 'sick' going to gameworks and adventuredome with my cousin instead,1,0,0.05451630878763022,0.9454836912123697,False,Positive,Negative,Uncoded
a tear i want another road trip miss you and michelle branch and katie perry,1,0,0.061449811462565826,0.9385501885374342,False,Positive,Negative,Uncoded
don't mention that movie in your tweets or it'll keep trending star trek star trek,0,1,0.9308871719411357,0.9308871719411357,False,Negative,Positive,Uncoded
80 unique visitors on the best day with 300 page views not doing so good,0,1,0.9097614697952021,0.9097614697952021,False,Negative,Positive,Uncoded
yeah sadly boo looking for cartoons was frozen 4 a mo in disbelief at what a twat that guy is now heading for garden,1,0,0.0521439105862206,0.9478560894137794,False,Positive,Negative,Uncoded
yep i'm still awake sleeping in one minute intervals is hard i even tried vodka on this toothache i didn't swalllow though,1,0,0.04098264323913202,0.959017356760868,False,Positive,Negative,Uncoded
urgh i so hate school everyone is so boring lol except for that one special person rawr xoxo,1,0,0.08110653653466549,0.9188934634653345,False,Positive,Negative,Uncoded
sudden shift in the weather i have to forcefully put myself in a jail which apparently is my room and m watchin moviessssss poor me,1,0,0.02675876189166799,0.973241238108332,False,Positive,Negative,Uncoded
apparently its heading north though so hopefully missing us,1,0,0.04720396490694062,0.9527960350930593,False,Positive,Negative,Uncoded
definition of senioritis me about to go to chem ii and calculus not good classes to feel like slackin,1,0,0.0827122888608437,0.9172877111391563,False,Positive,Negative,Uncoded
eeeek i tried to read the book and couldn't get past the second chapter total waste of braincells,1,0,0.03175916181103442,0.9682408381889656,False,Positive,Negative,Uncoded
if only i was gisele,1,0,0.03577965172730724,0.9642203482726928,False,Positive,Negative,Uncoded
do you have a nice mall you're so lucky,0,1,0.9623876868833893,0.9623876868833893,False,Negative,Positive,Uncoded
still up waiting for him to call geez i miss him bad,1,0,0.007928970738668927,0.9920710292613311,False,Positive,Negative,Uncoded
leaves for san antonio today,1,0,0.08298116110755974,0.9170188388924403,False,Positive,Negative,Uncoded
paul's phone is on my head at the moment okay now its not wish i was at the guys choice awards maybe some other time,1,0,0.07959198453097209,0.920408015469028,False,Positive,Negative,Uncoded
one day i will be the most happy boy in the world when i talk with my miley haha nos vemos bego ego k,0,1,0.962803136202434,0.962803136202434,False,Negative,Positive,Uncoded
found out last night that an old friend had bike crash and has broken neck and internal bleeding giving nurses hell coz he wants a fag,1,0,0.030315863145400922,0.9696841368545991,False,Positive,Negative,Uncoded
everyone in school is stressed out studying for finals it might be time for a scaring floormates pt 3 to lighten the mood,1,0,0.09001328958724315,0.9099867104127568,False,Positive,Negative,Uncoded
for some reason it's 3 am and i still don't feel like going to bed maybe because today was my day off,1,0,0.07868388952730102,0.921316110472699,False,Positive,Negative,Uncoded
school soon have to take care of 5 dogs after school and i really hope none of them run away,1,0,0.0654985695248757,0.9345014304751242,False,Positive,Negative,Uncoded
srsly fucked up my legs crawling onto buses with help from strangers to a hospital,1,0,0.07831831286183322,0.9216816871381668,False,Positive,Negative,Uncoded
do you understand i'm worry,0,1,0.922737526252748,0.922737526252748,False,Negative,Positive,Uncoded
i hate physics,1,0,0.03839181768835511,0.9616081823116449,False,Positive,Negative,Uncoded
wish i could time travel that way i could smack the bjaybus out of henry the 8th pilick wouldn't change anything about mine though,1,0,0.08995063734797475,0.9100493626520253,False,Positive,Negative,Uncoded
aww that sucks im gonna make cookies,1,0,0.0796889365090709,0.9203110634909291,False,Positive,Negative,Uncoded
ahh its over lol jonas concert soo good by far the best i've ever been to jobros demi and mcfly amp big rob well done your amazing,0,1,0.9507060674065293,0.9507060674065293,False,Negative,Positive,Uncoded
haha pictures of prom arent that good have to see yours pictures of x factor are good have fun at boyzone x,0,1,0.9275658369136408,0.9275658369136408,False,Negative,Positive,Uncoded
just finished science studying now time to do math not that scared for exams i feel ready,1,0,0.03415324720962408,0.9658467527903759,False,Positive,Negative,Uncoded
bored homiee,1,0,0.010744890569068584,0.9892551094309314,False,Positive,Negative,Uncoded
where have u guys been i missed up,1,0,0.06493758915978322,0.9350624108402168,False,Positive,Negative,Uncoded
watching that's dancing duh needs here,0,1,0.9264085655786388,0.9264085655786388,False,Negative,Positive,Uncoded
sorry to hear that mine is dying slowly and it's having complications a new one would solve everything,1,0,0.025743023412763417,0.9742569765872365,False,Positive,Negative,Uncoded
i really really dont feel like working today i perfer swimming today instead,1,0,0.0658881109723968,0.9341118890276032,False,Positive,Negative,Uncoded
i have to find them i know one is in the us still in a big antique chest i didn't ship the rest are in boxes here,1,0,0.041758261908787904,0.958241738091212,False,Positive,Negative,Uncoded
what a day to be stuck indoors i thought that this is what wireless was invented for outdoor working,1,0,0.08050121163814693,0.9194987883618531,False,Positive,Negative,Uncoded
nope not missing anything at all,1,0,0.06255712172070486,0.9374428782792952,False,Positive,Negative,Uncoded
yeah i love them too my mum laughed at me for getting so excited i love peacocks pants too i'm addicted,0,1,0.900355019815614,0.900355019815614,False,Negative,Positive,Uncoded
feel like running away far away in a great place where no one can find me,1,0,0.09075314813981208,0.9092468518601879,False,Positive,Negative,Uncoded
at work when the weather is amazing bad times 3 30 finish i reckon x,1,0,0.09119531028648156,0.9088046897135185,False,Positive,Negative,Uncoded
tying up loose ends but why would i want my ends tied up,1,0,0.05599857871460133,0.9440014212853987,False,Positive,Negative,Uncoded
flat water is no good,1,0,0.02576834789711256,0.9742316521028874,False,Positive,Negative,Uncoded
please give a subscribe like a gift pleaseee,0,1,0.9292813173747829,0.9292813173747829,False,Negative,Positive,Uncoded
the problem is they force my brain to work in ways i haven't had to in years,1,0,0.04766428240113653,0.9523357175988635,False,Positive,Negative,Uncoded
o2 payg data it stated the data limit was 200mb but i'm at 320mb and not been charged anything extra,1,0,0.0586780034278455,0.9413219965721545,False,Positive,Negative,Uncoded
what i do now anyhoo thanks for the spank o x,0,1,0.934603480721339,0.934603480721339,False,Negative,Positive,Uncoded
hey xx i am well tierd can't wait to go to bed xx,0,1,0.9361285257305806,0.9361285257305806,False,Negative,Positive,Uncoded
definitely have those glasses nordstrom lol,0,1,0.9204172316502666,0.9204172316502666,False,Negative,Positive,Uncoded
it's a quote from seinfeld,0,1,0.9379422007671018,0.9379422007671018,False,Negative,Positive,Uncoded
a day without cooper basketball a sad day for sure but oh i will get so much done,1,0,0.0590569457223463,0.9409430542776537,False,Positive,Negative,Uncoded
ash you just hurted my feelings pete is pretty amazing and cool lol,0,1,0.9358730116246192,0.9358730116246192,False,Negative,Positive,Uncoded
i forgot about that i miss that man sometimes sometimes,1,0,0.04100226364457611,0.9589977363554238,False,Positive,Negative,Uncoded
me too if it hasn't by tmw i'll see maintanence the office was closed today sighs,1,0,0.03207553226264324,0.9679244677373567,False,Positive,Negative,Uncoded
hey awlll daddy bye baby muah mmmmm princesammie live gt,0,1,0.9134656667857033,0.9134656667857033,False,Negative,Positive,Uncoded
lol,0,1,0.9848921840750716,0.9848921840750716,False,Negative,Positive,Uncoded
stinkin work tomorrow why cant i win the lottery i'm not a greedy man just a couple of mil would suffice haha,1,0,0.09268612198860925,0.9073138780113907,False,Positive,Negative,Uncoded
i miss having time alone on my dayz off its getting very frustrating cleaning da house 4 my mommy,1,0,0.013613207320050974,0.986386792679949,False,Positive,Negative,Uncoded
i just saw your burger box twitter we should go tomorrow watch up then eat there,0,1,0.9084297207623532,0.9084297207623532,False,Negative,Positive,Uncoded
i'm sooooo frustrated and sick of my hair i want it a lot shorter can anyone suggest a hairstyle so i can go for a haircut next week,1,0,0.09386469617963693,0.9061353038203631,False,Positive,Negative,Uncoded
watching shutter absolutly shiting myself haha,0,1,0.9550138779292017,0.9550138779292017,False,Negative,Positive,Uncoded
just got home after a night at belo then los panchos and im sober i hate sleeping alone i wish he was here,1,0,0.02502862982310311,0.974971370176897,False,Positive,Negative,Uncoded
i'm trying but it's just not working sorry,1,0,0.003084324312064707,0.9969156756879353,False,Positive,Negative,Uncoded
i should know better than to tell panda quot when you wake up we're going to the park quot surefire way for it to be a very rainy morning,0,1,0.9070640430831132,0.9070640430831132,False,Negative,Positive,Uncoded
apparently i've been sucked into a vortex where i am unable to function normally help,1,0,0.02520235851454402,0.974797641485456,False,Positive,Negative,Uncoded
hopefully hanging with dave,0,1,0.9312169907996054,0.9312169907996054,False,Negative,Positive,Uncoded
hahahaha u crazy u cooking 2day ayo i'm starvinggggggg,0,1,0.900298301695759,0.900298301695759,False,Negative,Positive,Uncoded
hahaha stupid amanda doesn't know what to do,1,0,0.05654624696452769,0.9434537530354723,False,Positive,Negative,Uncoded
hey everyone i'm a loser,0,1,0.9001322268522441,0.9001322268522441,False,Negative,Positive,Uncoded
i simply cannot wait til march mam is waiting on a new credit too head out hopefully and get some new threads,0,1,0.9489034360374321,0.9489034360374321,False,Negative,Positive,Uncoded
i can't even go to twitter com except during my lunch time everything is pretty much blocked,1,0,0.08469078207495523,0.9153092179250448,False,Positive,Negative,Uncoded
on a cr8tiverec binge can't say i'm hating it tho who says i can only have sooo many colorful sneakers i need options damnit,1,0,0.02279805211686026,0.9772019478831397,False,Positive,Negative,Uncoded
i have the g1 wish i was still rockin a blackberry don't say i didn't warn you,1,0,0.08096726928425405,0.919032730715746,False,Positive,Negative,Uncoded
love it u rocked it last nite thank you for everything donnie i miss ya already much love always heather,0,1,0.945437937041844,0.945437937041844,False,Negative,Positive,Uncoded
you two are hilaaaaarious i love it vernae where have you been,0,1,0.9294245837194992,0.9294245837194992,False,Negative,Positive,Uncoded
i'm sorry i do not know what zanta is,1,0,0.03543945832919594,0.9645605416708041,False,Positive,Negative,Uncoded
lt 3 graduate 09 lt 3,0,1,0.9233550283121732,0.9233550283121732,False,Negative,Positive,Uncoded
hates frank,1,0,0.03353330048373222,0.9664666995162677,False,Positive,Negative,Uncoded
i'm far away from my copy of dead aid cn sum1 quickly remind me whether it discussed hiv cnt remember cnt discuss africa w out hiv,1,0,0.09049306861429925,0.9095069313857007,False,Positive,Negative,Uncoded
good morning twitter folk happy monday,0,1,0.9841652444193425,0.9841652444193425,False,Negative,Positive,Uncoded
wayy too much info xd why must i leave when everyone is spammy xd my back is okay still bruised but not as hurty how's you,1,0,0.021942515731713515,0.9780574842682865,False,Positive,Negative,Uncoded
doesnt have to travel for work today,1,0,0.01916509134443043,0.9808349086555695,False,Positive,Negative,Uncoded
yes you are back get to bed lol jk happy you are here,0,1,0.9823247964725134,0.9823247964725134,False,Negative,Positive,Uncoded
back to reality tomorrow thanks david cook and ryan star for the best weekend i've had in a while you guys are amazing,0,1,0.9148255715980526,0.9148255715980526,False,Negative,Positive,Uncoded
walking to school the polkice yesterday told us to go out of the bull ring without our car i was at school,1,0,0.08442211843651592,0.9155778815634841,False,Positive,Negative,Uncoded
just got off work and not a minute too soon medicines making him groggy wants a nap but is leaving for magoffin in less than an hour,1,0,0.04847061218853391,0.9515293878114661,False,Positive,Negative,Uncoded
twitter noob here what's a hash tag i'll follow your lead,0,1,0.9166887498544479,0.9166887498544479,False,Negative,Positive,Uncoded
god i miss coco lips sooo bad really wish i had the chance to bump into him,1,0,0.006472806113458451,0.9935271938865415,False,Positive,Negative,Uncoded
i wish i drank more,1,0,0.06547288145838621,0.9345271185416137,False,Positive,Negative,Uncoded
i wish the sun would come out,1,0,0.04580042013740679,0.9541995798625932,False,Positive,Negative,Uncoded
grease 2 sucks hardcore last day tomorrow bedddd,1,0,0.05192595312442936,0.9480740468755706,False,Positive,Negative,Uncoded
yes,0,1,0.9402305369441872,0.9402305369441872,False,Negative,Positive,Uncoded
hoee follllow me ive only got 2 folllowers and thats quit embarasssing,1,0,0.06975058936039165,0.9302494106396083,False,Positive,Negative,Uncoded
quot bugs do suck don't they yuck quot,1,0,0.046176910013422036,0.9538230899865779,False,Positive,Negative,Uncoded
you've done it again best not to mention the words,0,1,0.946751307765601,0.946751307765601,False,Negative,Positive,Uncoded
not feeling very well but i have to go to study for my final exams tomorrow can't wait for this week to end,1,0,0.008173294012740131,0.9918267059872599,False,Positive,Negative,Uncoded
it was great movie,0,1,0.9607571955223968,0.9607571955223968,False,Negative,Positive,Uncoded
it doesn't look like you're tired in the pic don't work too hard,1,0,0.09821350213760631,0.9017864978623937,False,Positive,Negative,Uncoded
but the a h1n1 virus still scares the living daylights out of me i went out with friends earlier btw,1,0,0.05202551335739407,0.947974486642606,False,Positive,Negative,Uncoded
hmm i usually cook healthy,0,1,0.9082840768852476,0.9082840768852476,False,Negative,Positive,Uncoded
crap day my new quot iphone quot is playing up already missed my train got stuck in the rain and now cracking open a bottle of wild turkey,1,0,0.08019429335187422,0.9198057066481258,False,Positive,Negative,Uncoded
i keep forgetting about text msgs good to talk to you chica happy saturday,0,1,0.962347247932521,0.962347247932521,False,Negative,Positive,Uncoded
make sure to tweet on how awesome it is havent seen it yet,0,1,0.9035385272088051,0.9035385272088051,False,Negative,Positive,Uncoded
you might not feel stupid but you'd still be stupid,1,0,0.0972024317961326,0.9027975682038674,False,Positive,Negative,Uncoded
i'm afraid i don't check your blog regularly enough but happy belated birthday i hope you had a great day,0,1,0.9653634453725444,0.9653634453725444,False,Negative,Positive,Uncoded
forget bird flu forget swine flu the worst flu to hit this season is man flu please support the cause,1,0,0.05965096981417835,0.9403490301858216,False,Positive,Negative,Uncoded
a sad tale of poor shorty who shouldn't have been so naughty trespassing in your tank he's got only himself to thank,1,0,0.022244632882443903,0.9777553671175561,False,Positive,Negative,Uncoded
way to fail at getting me in trouble cladia,1,0,0.08796050085808334,0.9120394991419166,False,Positive,Negative,Uncoded
you touch my earth you touch my soul,0,1,0.9022786431528497,0.9022786431528497,False,Negative,Positive,Uncoded
woke up to a txt from my boss saying were not working in the rain back to bed for me,1,0,0.06601005987948154,0.9339899401205185,False,Positive,Negative,Uncoded
just touched down in l a off to my photoshoot so much for beauty sleep but thank god for photoshop lol,0,1,0.9128946090778383,0.9128946090778383,False,Negative,Positive,Uncoded
exactly my grandchildren will be able to se my teddy they won't be allowed to play with him but they can look,1,0,0.06589493483923797,0.9341050651607621,False,Positive,Negative,Uncoded
i would have won if hadn't cheated,1,0,0.09771887763489297,0.902281122365107,False,Positive,Negative,Uncoded
shit these niggahs are ridiculous but yooooour not a lame amp i'm mad your dying at work what time you get off,1,0,0.03178674750670839,0.9682132524932916,False,Positive,Negative,Uncoded
